
你 要 去 保 护 顺 序	r v v v v n n	o o o o o o o	O O O O O O O	OTHERS
呵 呵 呵	v v y	o o o	O O O	OTHERS
打 电 话 没 接	l l l v v	song song song o o	O O O O O	OTHERS
但 没 接 啊 打 电 话 没 接 自 动	c v v y l l l v v vn vn	o o o o song song song o o o o	O O O O O O O O O O O	OTHERS
文 石	n n	o o	O O	OTHERS

到 公 司	v n n	o custom_destination custom_destination	O B-custom_destination E-custom_destination	navigation.navigation
拨 打 电 话	v v n n	o song song song	O O O O	phone_call.make_a_phone_call
郑 达	ns ns	o o	B-contact_name E-contact_name	phone_call.make_a_phone_call

我 到 塘 市 小 学	r v ns ns n n	o o o o age age	O O B-destination I-destination I-destination E-destination	navigation.navigation
打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
给 我 播 放 儿 歌 吗	p r v v n n y	song song o o age age o	O O O O B-age E-age O	music.play

我 从 来 杀 你 的 时 候 你 再 联 系 我 就 打 电 话 过 来 看 完 了 以 后 你 过 来 你 再 打 我 的 电 话	r d d v r uj n n r d n n r d l l l t t v v ul f f r t t r d v r uj n n	o o o o o o o o o o o o o o song song song o o o o o o o o o o o o o o o o o	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	OTHERS
中 澳 滨 河 湾	ns ns ns ns ns	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation
中 澳 滨 河 湾	ns ns ns ns ns	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation
退 出 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

零 六 六 八 首 我 的 电 话	m m m m m r uj n n	o o o o o o o o o	O O O O O O O O O	OTHERS
播 放 林 俊 杰 的 编 号	v v nr nr nr uj n n	o o singer singer singer o o o	O O B-singer I-singer E-singer O O O	music.play
播 放 心 愿 便 利 贴	v v n n a a v	o o song song song song song	O O B-song I-song I-song I-song E-song	music.play
播 放 梁 静 茹 的 崇 拜	v v nr nr nr uj nrt nrt	o o singer singer singer o song song	O O B-singer I-singer E-singer O B-song E-song	music.play
说	v	o	B-song	music.play

青 春 你 好	ns ns l l	song song song song	B-song I-song I-song E-song	music.play
关 闭 孙 网 络	v v zg n n	o o o toplist toplist	O O O O O	OTHERS
关 闭 流 量	v v n n	o o o o	O O O O	OTHERS
关 闭 流 量	v v n n	o o o o	O O O O	OTHERS
关 闭 屏 幕	v v n n	o o o o	O O O O	OTHERS
唱 歌	n n	o o	O O	music.play

你 好 零 度 了 零 度	l l mq mq ul mq mq	o o o o o o o	O O O O O O O	OTHERS
播 放 一 曲 今 天	v v m m t t	o o o o song song	O O O O B-song E-song	music.play
播 放 一 曲 冰 雨	v v m m n n	o o o o song song	O O O O B-song E-song	music.play
播 放 一 曲 梅 艳 芳 的 一 生 爱 你 千 百 回	v v m m nr nr nr uj m m v r m m m	o o o o singer singer singer o song song song song song song song	O O O O B-singer I-singer E-singer O B-song I-song I-song I-song I-song I-song E-song	music.play
重 庆 天 气	ns ns n n	o o o o	O O O O	OTHERS

打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
导 航 去 新 二 小	v v v a b b	o o o o o o	O O O B-destination I-destination E-destination	navigation.navigation
导 航 去 富 川 县 二 小	v v v ns ns zg b b	o o o o o o o o	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation

打 个 电 话 问 候	v q n n n n	o o o o o o	O O O O O O	phone_call.make_a_phone_call
关 闭 双 闪	v v m v	o o o o	O O O O	OTHERS
中 医 院	nt nt nt	o o o	B-destination I-destination E-destination	navigation.navigation
我 去 奔 驰 店	r v v v n	o o o o o	O O B-destination I-destination E-destination	navigation.navigation
我 要 最 近 的 奔 驰 4 s 店	r v f f uj v v n n n	song song toplist toplist o o o o o o	O O O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation

我 想 听 爱 上 你 是 一 个 错	r v v nr nr nr v m m v	song song o song song song song song song song	O O O B-song I-song I-song I-song I-song I-song E-song	music.play
想 听 陈 琳 的 风 雨 兼 程	v v nr nr uj l l l l	o o singer singer o song song song song	O O B-singer E-singer O B-song I-song I-song E-song	music.play
蚊 子 进 行 曲	n n n n n	song song song song song	B-song I-song I-song I-song E-song	music.play

云 星 城 市 春 天	nr nr ns ns t t	o o song song o o	B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
打 电 话 听 不 到	l l l v v v	song song song o o o	O O O O O O	OTHERS
他 给 打 了 电 话	r p v ul n n	o o o o o o	O O O O O O	OTHERS

播 放 音 乐	v v n n	o o o o	O O O O	music.play
暂 停	d d	o o	O O	music.pause
播 放 m u s i c	v v eng eng eng eng eng	o o o o o o o	O O O O O O O	music.play

请 给 我 放 一 首 菊 花 爆 满 山	v p r v m m n n v v n	o song song o o o song song song song song	O O O O O O B-song I-song I-song I-song E-song	music.play
请 帮 我 放 一 首 菊 花 爆 满 山	v v r v m m n n v v n	o song song o o o song song song song song	O O O O O O B-song I-song I-song I-song E-song	music.play
给 我 放 一 首 走 天 涯	p r v m m v n n	song song o o o song song song	O O O O O B-song I-song E-song	music.play

放 一 首	v m m	o o o	O O O	music.play
怪 杰	n n	o o	O O	OTHERS
唱 一 首	v m m	o o o	O O O	music.play

今 天 天 气 怎 么 样	i i i i r r r	song song o o o o o	O O O O O O O	OTHERS
好 的	a uj	o o	O O	OTHERS
南 京 中 医 院	ns ns nt nt nt	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation
忠 通 和	a a c	o o o	O O O	OTHERS
南 京 总 统 府	ns ns n n n	o o o o o	B-destination I-destination I-destination I-destination E-destination	navigation.navigation

导 航 去 小 白 地	v v v a n n	o o o o o o	O O O B-destination I-destination E-destination	navigation.navigation
播 放 音 乐	v v n n	o o o o	O O O O	music.play
给 条 路 刚 一 打 电 话	p n n d d l l l	o o o o o song song song	O B-contact_name I-contact_name I-contact_name E-contact_name O O O	phone_call.make_a_phone_call

到 龙 家 镇	v nr nr nr	o o o o	O B-destination I-destination E-destination	navigation.navigation
现 在 文 村 乡	t t n n n	song song o o o	O O B-destination I-destination E-destination	navigation.navigation
我 要 打 电 话 给 文 村 乡	r v l l l p n n n	song song song song song o o o o	O O O O O O B-contact_name I-contact_name E-contact_name	phone_call.make_a_phone_call
打 电 话 给 文 村 乡	l l l p n n n	song song song o o o o	O O O O B-contact_name I-contact_name E-contact_name	phone_call.make_a_phone_call

辽 宁	ns ns	o o	B-destination E-destination	navigation.navigation
打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
知 豆 汽 车 车	n n n n zg	o o o o o	O O O O O	OTHERS
我 想 听 说 散 就 散	r v v v v d v	song song song song song song song	O O O B-song I-song I-song E-song	music.play

小 萍	nr nr	o o	O O	OTHERS
来 一 首 忘 记 你 太 难	v m m v v r d a	o o o song song song song song	O O O B-song I-song I-song I-song E-song	music.play
男 人 歌	n n n	song song song	B-song I-song E-song	music.play
兰 成	nr nr	o o	O O	OTHERS
点 一 首 四 海	m m m ns ns	o o o song song	O O O B-song E-song	music.play

导 航	v v	o o	O O	navigation.open
台 山 市 碧 桂 园 凤 凰 酒 店	ns ns ns nr nr nr nr nr n n	o o o o o o o o scene scene	B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
呼 叫 5 5 1	v v m m m	o o o o o	O O B-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

来 首 歌 曲	v n n n	o o o o	O O O O	music.play
来 电 音 乐	v v n n	o style style o	O O O O	music.play
来 首 歌 曲	v n n n	o o o o	O O O O	music.play
来 首 歌 曲	v n n n	o o o o	O O O O	music.play
来 一 首 歌 曲	v m m n n	o o o o o	O O O O O	music.play

到 吴 江 汽 车 站	v nr nr n n n	o o o o song song	O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
呃 我 给 他 打 电 话	y r p r l l l	o o o o song song song	O O O O O O O	phone_call.make_a_phone_call
王 宁	nr nr	singer singer	B-contact_name E-contact_name	phone_call.make_a_phone_call
大 春	a tg	o o	B-contact_name E-contact_name	phone_call.make_a_phone_call
差 不 多	l l l	o song song	O O O	OTHERS

我 说	r v	song song	O O	OTHERS
t 8 次 没 去 挖 是 没 阳 光 小 区	eng eng m v v v v v nr nr n n	o o o o o o o o o o o o	O O O O O O O O O O O O	OTHERS
取 消	v v	o o	O O	OTHERS
没 有 需 要	v v v v	o o o o	O O O O	OTHERS
浠 水 公 务 员 局	ns ns n n n n	o o o o o o	B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
要 疼 吗 ， * 的 个 巴 子	v v y x x uj n n n	o o o o o o o o o	O O O O O O O O O	OTHERS

导 航	v v	o o	O O	navigation.open
德 惠 市 人 民 政 府	ns ns ns nt nt nt nt	o o o o o o o	B-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
阿 涛	nr nr	o o	O O	OTHERS
打 电 话 不 接 打 电 话	l l l d v l l l	song song song o o song song song	O O O O O O O O	OTHERS

一 生 无 悔	m m v v	song song song song	B-song I-song I-song E-song	music.play
高 安 的 歌 曲	nr nr uj n n	singer singer o o o	B-singer E-singer O O O	music.play
牛 朝 阳 的 歌 曲	n ns ns uj n n	singer singer singer o o o	B-singer I-singer E-singer O O O	music.play

放 我 好 喜 欢 你	v r a v v r	o song song song song song	O B-song I-song I-song I-song E-song	music.play
深 入 的 歌	v v uj n	song song o o	B-song E-song O O	music.play
落 地	n n	song song	O O	OTHERS
壹 读	m v	o o	O O	OTHERS
清 文	nr nr	o o	O O	OTHERS
落 地	n n	song song	O O	OTHERS
放 孙 露 的 歌	v nr nr uj n	o singer singer o o	O B-singer E-singer O O	music.play

广 渠 门 桥	ns ns ns n	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
打 电 话 过 来 吧	l l l t t y	song song song o o o	O O O O O O	OTHERS
打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call

挂 了 吧 我 走 了	v ul y r v ul	o o o o o o	O O O O O O	OTHERS
哦 我 那 丑 了 那 建 筑 垃 圾 晚 上 去 玩 了 现 在 那 个 菜 坊	e r r a ul r n n n n t t v v ul t t r r n n	o o o o o o o o o o scene scene o o o song song song song o o	O O O O O O O O O O O O O O O O O O O O O	OTHERS
老 子 把 垃 圾 也 清 了 还 是 那 个 理 儿 啊	n n p n n d a ul c c r r n n y	o o o o o o o o o o song song o o o	O O O O O O O O O O O O O O O	OTHERS
但 是 不 多	c c d m	o o song song	O O O O	OTHERS
那 两 个 身 上 他 身 上 有	r m m s s r s s v	o o o o o o o o o	O O O O O O O O O	OTHERS
打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
导 航 炮 厂 小 区	v v n n n n	o o o o o o	O O B-destination I-destination I-destination E-destination	navigation.navigation
导 航 仙 桥 宾 馆	v v ns ns n n	o o o o o o	O O B-destination I-destination I-destination E-destination	navigation.navigation

打 个 电 话	v q n n	o o o o	O O O O	phone_call.make_a_phone_call
韩 盛 伟	nr nr nr	o o o	B-contact_name I-contact_name E-contact_name	phone_call.make_a_phone_call
放 首 音 乐 蓝 牙 音 乐	v v n n ns ns n n	o o o o o o o o	O O O O O O O O	music.play
安 装 酷 狗 音 乐	v v n n n n	o o o o o o	O O O O O O	OTHERS
安 装 酷 狗 音 乐	v v n n n n	o o o o o o	O O O O O O	OTHERS
广 乐	ns ns	o o	O O	OTHERS
酷 狗 音 乐	n n n n	o o o o	O O O O	OTHERS
去 太 康 县	v ns ns ns	o o o o	O B-destination I-destination E-destination	navigation.navigation
太 康 县	ns ns ns	o o o	B-destination I-destination E-destination	navigation.navigation
退 出 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

给 1 4 7 0 0 0 0 2 6 6 7 打 电 话	p m m m m m m m m m m m l l l	o o o o o o o o o o o o song song song	O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num O O O	phone_call.make_a_phone_call
请 播	v v	o o	O O	music.play
说	v	o	B-song	music.play
我 说 播 放 音 乐	r v v v n n	song song o o o o	O O O O O O	music.play
打 开 蓝 牙 音 乐	v v ns ns n n	o o o o o o	O O O O O O	OTHERS
导 航 到 建 元 路	v v v nz nz n	o o o o o o	O O O B-destination I-destination E-destination	navigation.navigation

播 放 歌 曲	n n n n	o o o o	O O O O	music.play
导 航 到 晋 城 火 车 站	v v v ns ns n n n	o o o o o o song song	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
二 你 要 信 任	m r v n n	o o o o o	O O O O O	OTHERS
馒 头	n n	o o	O O	OTHERS
能 看 你 来 做 会 员 十 个 一 万 1 0 0 个 十 万	v v r v v n n m m m m m m m m m m	o o o o o o o o o o o o o o o o o	O O O O O O O O O O O O O O O O O	OTHERS
就 是 这 个	d d r r	o o o o	O O O O	OTHERS

我 要 去 郑 州 市 邮 件 处 理 中 心	r v v ns ns ns n n v v n n	song song o o o o o o o o o o	O O O B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
取 消	v v	o o	O O	navigation.cancel_navigation
取 消	v v	o o	O O	navigation.cancel_navigation
退 出	v v	o o	O O	navigation.cancel_navigation
放 弃	v v	o o	O O	navigation.cancel_navigation

导 航 去 梧 桐 城 西 幼 儿 园	v v v n n ns ns nr nr nr	o o o o o o o theme theme theme	O O O B-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
导 航 至 福 地 广 场	v v p ns ns n n	o o o o o o o	O O O B-destination I-destination I-destination E-destination	navigation.navigation
打 电 话 给	l l l p	song song song o	O O O O	phone_call.make_a_phone_call

对 的	p uj	o o	O O	OTHERS
说 真 的 我 也 听 不 见 你 帮 我 看 一 下 可 以 吗	l l l r d v v v r v r v m m c c y	o o o o o o o o o song song o o o o o o	O O O O O O O O O O O O O O O O O	OTHERS
导 航 回 家	v v n n	o o song song	O O O B-custom_destination	navigation.navigation

听 首 歌	v n n	o o o	O O O	music.play
关 闭 音 乐	v v n n	o o o o	O O O O	music.pause
放 首 歌	v n n	o o o	O O O	music.play

我 想 去 新 慧 嘉 苑	r v v a nr nr nr	song song o o o o o	O O O B-destination I-destination I-destination E-destination	navigation.navigation
播 放 一 下	v v m m	o o o o	O O O O	music.play
取 消	v v	o o	O O	music.pause

高 原 红	ns ns a	song song song	B-song I-song E-song	music.play
我 喜 欢 高 圆 圆 和 美 丽 的 高 原 和 警 察	r v v nr nr nr c ns ns uj ns ns c v v	o emotion emotion o o o o o o o o o o song song	O O O O O O O O O O O O O O O	OTHERS
年 度 您 好	n n l l	o o o o	O O O O	OTHERS
请 播 放 草 原 不 落 的 太 阳	v v v n n v v uj ns ns	o o o style style o o o o o	O O O O O B-song I-song I-song I-song E-song	music.play
旅 行	vn vn	song song	B-song E-song	music.play
我 等 一 会 再 说 吧	r u m m c c y	o o o o o o o	O O O O O O O	OTHERS
那 就 等 一 会 儿	r d u m m m	o o o o o o	O O O O O O	OTHERS
好 的	a uj	o o	O O	OTHERS
导 航 到 孟 津 县 民 政 局	v v v ns ns ns nt nt nt	o o o o o o o o o	O O O B-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation

1 2 3 4 5	m m m m m	song song song o o	O O O O O	OTHERS
我 想 去 丁 冲 街	r v v nr nr nr	song song o o o o	O O O B-destination I-destination E-destination	navigation.navigation
我 想 去 丁 村 街	r v v nr nr n	song song o o o o	O O O B-destination I-destination E-destination	navigation.navigation

取 消	v v	o o	O O	OTHERS
取 消	v v	o o	O O	OTHERS
东 明 商 厦	nr nr n n	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation

来 一 首 红 尘	v m m n n	o o o song song	O O O B-song E-song	music.play
来 一 首 特 别 的 爱 呵	v m m d d uj v y	o o o song song song song o	O O O B-song I-song I-song E-song O	music.play
来 一 首 我 爱 我 此 款	v m m r v r r r	o o o song song song o o	O O O B-song I-song E-song O O	music.play

去 监 利	v vn vn	o o o	O B-destination E-destination	navigation.navigation
关 闭	v v	o o	O O	navigation.cancel_navigation
给 我 拨 通 电 话	p r v v n n	song song o o o o	O O O O O O	phone_call.make_a_phone_call
给 我 打 开 视 频	p r v v n n	song song o o o o	O O O O O O	OTHERS
无 盐	v n	o o	O O	OTHERS
给 我 放 歌	p r v v	song song o o	O O O O	music.play

播 放 音 乐	v v n n	o o o o	O O O O	music.play
播 放 上 一 首	v v f m m	o o o o o	O O O O O	music.prev
黄 金 时 段 1 3 1 4	n n n n m m m m	song song song song song song song song	B-song I-song I-song I-song I-song I-song I-song E-song	music.play
的 温 柔	uj a a	o emotion emotion	O O O	OTHERS

播 放 追 光	v v v v	o o song song	O O B-song E-song	music.play
播 放 追 光	v v v v	o o song song	O O B-song E-song	music.play
播 放 汪 苏 泷 的 歌	v v nr nr g uj n	o o singer singer singer o o	O O B-singer I-singer E-singer O O	music.play

警 方 红 绿 灯 直 行 左 侧 两 车 道	n n nr nr nr v v f f m n n	o o o o o o o o o o o o	O O O O O O O O O O O O	OTHERS
打 电 话 给 6 1 0 1 5 5	l l l p m m m m m m	song song song o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
打 电 话 给 6 1 0 1 5	l l l p m m m m m	song song song o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call

爱 莎	nr nr	o o	O O	OTHERS
李 岩	nr nr	o o	O O	OTHERS
播 放 章 丽	v v nr nr	o o singer singer	O O B-singer E-singer	music.play
放 旮 旯 的 当 你	v n n uj p r	o singer singer o o o	O B-singer E-singer O B-song E-song	music.play
大 米	m m	o o	O O	OTHERS
李 岩	nr nr	o o	O O	OTHERS
播 放 旮 旯 的 歌	v v n n uj n	o o singer singer o o	O O B-singer E-singer O O	music.play
李 霞	nr nr	o o	O O	OTHERS
伽 楠	nr nr	o o	O O	OTHERS

打 电 话 给 6 6 3 3 3 2	l l l p m m m m m m	song song song o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
是 骄 傲 的 攻 啊 你 不 理 我	v a a uj v y r v v r	o o o o o o o o o o	O O O O O O O O O O	OTHERS
我 问 你 不 理 我 我 我 就 看 你	r v r v v r r r d v r	o o o o o o o o o o o	O O O O O O O O O O O	OTHERS
谢 曲	nr nr	o o	O O	OTHERS
于 谦	nr nr	o o	O O	OTHERS
导 航 到 湘 潭	v v v ns ns	o o o o o	O O O B-destination E-destination	navigation.navigation

1 0 1 0 1	m m m m m	o o o o o	O O O O O	OTHERS
导 航	v v	o o	O O	navigation.open
河 北 省 涿 州 市 码 头 镇 派 出 所	ns ns ns ns ns ns n n n n n n	o o o o o o o o o o o o	B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation

夏 海	nr nr	o o	O O	OTHERS
上 海 宁	f ns ns	o o o	O B-destination E-destination	navigation.navigation
妈 妈 打 电 话	n n l l l	o o song song song	B-contact_name E-contact_name O O O	phone_call.make_a_phone_call
没 打 电 话	v l l l	o song song song	O O O O	OTHERS

打 电 话 给 6 6 0 1 1 1	l l l p m m m m m m	song song song o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
福 永 富 乡 第 二 工 业 区	nr nr nr n m m n n n	o o o o o o o o o	B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
深 圳 福 永 富 桥 工 业 区	ns ns nr nr nr n n n n	o o o o o o o o o	B-destination I-destination I-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation

导 航 深 圳	v v ns ns	o o o o	O O B-destination E-destination	navigation.navigation
网 络 电 视 打 开	n n n n v v	toplist toplist theme theme o o	O O O O O O	OTHERS
听 在 线 音 乐	v n n n n	o o o o o	O O O O O	music.play
取 消	v v	o o	O O	music.pause

播 放 小 燕 子	v v nr nr nr	o o song song song	O O B-song I-song E-song	music.play
请 帮 我 播 放 小 燕 子	v v r v v nr nr nr	o song song o o song song song	O O O O O B-song I-song E-song	music.play
帮 我 播 放 儿 歌 小 燕 子	v r v v n n nr nr nr	song song o o age age song song song	O O O O B-age E-age B-song I-song E-song	music.play

绿 色 家 园	n n n n	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
金 色 家 园	n n n n	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
马 斌	nr nr	singer singer	O O	OTHERS
这 次 打 电 话	r r l l l	o o song song song	O O O O O	phone_call.make_a_phone_call

太 想 念 歌 曲	d v v n n	song song song o o	B-song I-song E-song O O	music.play
手 心 里 的 温 柔	n s s uj a a	song song song song emotion emotion	B-song I-song I-song I-song I-song E-song	music.play
恒 隆 店 手 心 里 的 温 柔	nz nz n n s s uj a a	o o o song song song song emotion emotion	O O O B-song I-song I-song I-song I-song E-song	music.play
庞 楼	nr nr	o o	B-singer E-singer	music.play
庞 龙	nr nr	singer singer	B-singer E-singer	music.play
铁 血 丹 心	n n n n	song song song song	B-song I-song I-song E-song	music.play

搜 索 汪 峰 的 歌 曲	v v nr nr uj n n	o o singer singer o o o	O O B-singer E-singer O O O	music.play
搜 索 汪 峰 的 m v	v v nr nr uj eng eng	o o singer singer o o o	O O O O O O O	OTHERS
搜 索 汪 峰 的 视 频	v v nr nr uj n n	o o singer singer o o o	O O O O O O O	OTHERS
搜 索 汪 峰 的 m t v	v v nr nr uj eng eng eng	o o singer singer o o o o	O O O O O O O O	OTHERS
搜 索 汪 峰 的 音 乐	v v nr nr uj n n	o o singer singer o o o	O O B-singer E-singer O O O	music.play

播 放 茅 野 爱 衣 的 歌 曲	v v n n n n uj n n	o o singer singer singer singer o o o	O O B-singer I-singer I-singer E-singer O O O	music.play
播 放 歌 曲 像 我 这 样 的 人	n n n n v r r r uj n	o o o o song song song song song song	O O O O B-song I-song I-song I-song I-song E-song	music.play
播 放 像 我 这 样 的 人	v v v r r r uj n	o o song song song song song song	O O B-song I-song I-song I-song I-song E-song	music.play

我 想 听 王 菲 的 歌	r v v nr nr uj n	song song o singer singer o o	O O O B-singer E-singer O O	music.play
我 让 你 放 个 歌 儿 你 放 的 歌	r v r v q n n r v uj n	o o o o o o o o o o o	O O O O O O O O O O O	music.play
匆 匆 那 年	z z r r	song song song song	B-song I-song I-song E-song	music.play
龙 拳	n n	song song	B-song E-song	music.play
我 想 听 降 央 卓 玛 的 美 丽 大 草 原	r v v v vg nr nr uj ns ns a n n	song song o singer singer song song o song song style style style	O O O B-singer I-singer I-singer E-singer O B-song I-song I-song I-song E-song	music.play

打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
尚 文	nr nr	o o	B-contact_name E-contact_name	phone_call.make_a_phone_call
取 消	v v	o o	O O	phone_call.cancel
取 消 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

打 电 话 问 一 下 我 刚 才 给 你 那 个 单 子 上 面 有 电 话 联 系 一 下 你 给 我 说 一 下 好 吗	l l l n m m r t t p r r r n n f f v n n n n m m r p r v m m a y	song song song o o o o o o o o song song o o o o o o o o o o o song song song song o o o o	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	phone_call.make_a_phone_call
取 消 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
取 消 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation

打 开 导 航	v v v v	o o o o	O O O O	navigation.open
取 消	v v	o o	O O	navigation.cancel_navigation
取 消	v v	o o	O O	navigation.cancel_navigation

我 要 去 金 银 岛 酒 店	r v v nr nr nr n n	song song o o o o scene scene	O O O B-destination I-destination I-destination I-destination E-destination	navigation.navigation
美 华 东 村	ns ns ns zg	o o o o	B-destination I-destination I-destination E-destination	navigation.navigation
打 电 话 给 他 爸	l l l p r n	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

返 回 主 菜 单	v v b n n	o o o o o	O O O O O	OTHERS
返 回 主 界 面	v v b n n	o o o o o	O O O O O	OTHERS
返 回	v v	o o	O O	OTHERS
我 要 听 歌	r v v v	song song o o	O O O O	music.play
帮 我 发 微 信 给 马 琳	v r v vn vn p nr nr	song song o o o o o o	O O O O O O O O	OTHERS
我 想 听 网 络 歌 曲	r v v n n n n	song song o toplist toplist o o	O O O B-toplist E-toplist O O	music.play
想 听 林 俊 杰 的 歌	v v nr nr nr uj n	o o singer singer singer o o	O O B-singer I-singer E-singer O O	music.play

哎	e	o	O	OTHERS
取 消 导 航	v v v v	o o o o	O O O O	navigation.cancel_navigation
打 电 话	l l l	song song song	O O O	phone_call.make_a_phone_call
打 电 话 给 她 妈	l l l p r n	song song song o o o	O O O O B-contact_name E-contact_name	phone_call.make_a_phone_call

一 闪 一 闪 一 闪 一 闪	l l l l l l l l	o o o o o o o o	O O O O O O O O	OTHERS
魏 然	nr nr	o o	O O	OTHERS
我 想 听 朋 友 歌	r v v n n n	song song o song song song	O O O B-song I-song E-song	music.play
我 想 听 l o v a g e 的 新 鸳 鸯 蝴 蝶 梦	r v v eng eng eng eng eng eng uj n nr nr nr nr n	song song o singer singer singer singer singer singer o song song song song song song	O O O B-singer I-singer I-singer I-singer I-singer E-singer O B-song I-song I-song I-song I-song E-song	music.play
你 当 然 这 也 你 是 个 大 傻 子 人 家 桌 子 腿	r d d r d r v q a n n n n n n n	o o o o o o o o o o o o o o o o	O O O O O O O O O O O O O O O O	OTHERS
一 双 手 拿 铁 甩 出 来 比 较 火	m n n v n l l l d d n	o o o o o o o o o o o	O O O O O O O O O O O	OTHERS
请 给 我 有 蝴 蝶 梦	v p r v n n n	o song song o song song song	O O O O O O O	OTHERS
新 鸳 鸯 蝴 蝶 梦	a nr nr nr nr n	song song song song song song	B-song I-song I-song I-song I-song E-song	music.play

我 要 去 马 栏 小 学	r v v n n n n	song song o o o age age	O O O B-destination I-destination I-destination E-destination	navigation.navigation
我 要 去 马 銮 小 学	r v v nr nr n n	song song o o o age age	O O O B-destination I-destination I-destination E-destination	navigation.navigation
你 在 放 *	r p v x	o o o o	O O O O	OTHERS
取 消	v v	o o	O O	navigation.cancel_navigation

打 电 话 给 6 6 9 9	l l l p m m m m	song song song o o o o o	O O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
打 电 话 给 6 6 9 9	l l l p m m m m	song song song o o o o o	O O O O B-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
四 漏 接 大 马 路	m v v nz nz nz	o o o o o o	O O O O O O	OTHERS
四 道 街 嗯 取 消	m m n e v v	o o o o o o	O O O O O O	OTHERS
大 马 路 与 四 道 街 交 汇	nz nz nz p m m n n n	o o o o o o o o o	O O O O O O O O O	OTHERS

给 我 导 航 到 经 三 名 筑	p r v v d d m m v	song song o o o o o o o	O O O O O B-destination I-destination I-destination E-destination	navigation.navigation
我 要 去 解 家	r v v v v	song song o o o	O O O B-destination E-destination	navigation.navigation
取 消	v v	o o	O O	navigation.cancel_navigation

打 电 话 给 5 8 5 5 4 0	l l l p m m m m m m	song song song o o o o o o o	O O O O B-phone_num I-phone_num I-phone_num I-phone_num I-phone_num E-phone_num	phone_call.make_a_phone_call
导 航 去 光 谷	v v v n n	o o o o o	O O O B-destination E-destination	navigation.navigation
去 徐 东 馨 苑	v nr nr nr nr	o o o o o	O B-destination I-destination I-destination E-destination	navigation.navigation

导 航 到 湖 北 省 的 武 穴 市	v v v ns ns ns uj ns ns ns	o o o o o o o o o o	O O O B-destination I-destination I-destination I-destination I-destination I-destination E-destination	navigation.navigation
